"item_id","item_name","publisher","genres","url","tags","sentiment","metascore","specs","price","release_date"
"733","Giana Sisters: Twisted Dreams","Black Forest Games, THQ Nordic","['Action', 'Indie']","http://store.steampowered.com/app/223220/Giana_Sisters_Twisted_Dreams/","['Platformer', 'Indie', 'Action', 'Female Protagonist', 'Great Soundtrack', 'Singleplayer', 'Difficult', 'Kickstarter', 'Fantasy', '2.5D', 'Side Scroller', '2D', 'Arcade', 'Controller', 'Adventure', 'Multiplayer', 'Local Multiplayer', 'Local Co-Op']","Very Positive","77","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","14.99","2012-10-22"
"734","Cut the Rope","Zeptolab UK Limited","['Indie', 'Casual']","http://store.steampowered.com/app/223280/Cut_the_Rope/","['Indie', 'Casual', 'Touch-Friendly', 'Puzzle']","Positive","","['Single-player']","4.99","2013-03-22"
"735","The Elder Scrolls IV: Oblivion® Game of the Year Edition","Bethesda Softworks","['RPG']","http://store.steampowered.com/app/22330/The_Elder_Scrolls_IV_Oblivion_Game_of_the_Year_Edition/","['Open World', 'RPG', 'Fantasy', 'Singleplayer', 'Moddable', 'First-Person', 'Exploration', 'Adventure', 'Great Soundtrack', 'Action', 'Magic', 'Sandbox', 'Character Customization', 'Atmospheric', 'Story Rich', 'Medieval', 'Action RPG', 'Classic', 'Third Person', 'Dark Fantasy']","Very Positive","94","['Single-player', 'Steam Cloud']","14.99","2007-09-11"
"736","Sea Dogs: To Each His Own - Pirate Open World RPG","Akella","['RPG']","http://store.steampowered.com/app/223330/Sea_Dogs_To_Each_His_Own__Pirate_Open_World_RPG/","['Pirates', 'RPG', 'Adventure', 'Open World', 'Naval', 'Atmospheric', 'Story Rich', 'Crafting', 'Choices Matter', 'Difficult', 'Sailing', 'Historical', 'Swordplay', 'Cult Classic', 'Exploration', 'Economy', 'Choose Your Own Adventure', 'Fighting', 'Trading', '6DOF']","Mostly Positive","","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","14.99","Dec 2012"
"737","Call of Cthulhu®: Dark Corners of the Earth","Bethesda Softworks","","http://store.steampowered.com/app/22340/Call_of_Cthulhu_Dark_Corners_of_the_Earth/","['Horror', 'Lovecraftian', 'Survival Horror', 'First-Person', 'Based On A Novel', 'FPS', 'Adventure', 'Atmospheric', 'Stealth', 'Singleplayer', 'Story Rich', 'Action', 'Classic', 'Survival', 'Shooter', 'Difficult', 'Gore', 'Dark']","Mostly Positive","76","['Single-player']","4.99","2006-04-26"
"738","Perpetuum","Gamestorm Ltd","['Indie', 'Massively Multiplayer', 'RPG']","http://store.steampowered.com/app/223410/Perpetuum/","['Massively Multiplayer', 'Mechs', 'RPG', 'Sandbox', 'Robots', 'Sci-fi', 'Indie', 'Open World', 'MMORPG', 'Multiplayer', 'PvP', 'Action', 'Free to Play']","Mixed","","['Multi-player', 'MMO', 'Steam Achievements', 'Steam Trading Cards']","9.99","2014-10-17"
"739","Miner Wars 2081","Keen Software House","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']","http://store.steampowered.com/app/223430/Miner_Wars_2081/","['Action', 'RPG', 'Adventure', 'Indie', 'Simulation', '6DOF', 'Space', 'Shooter', 'Sci-fi', 'Sandbox']","Mostly Negative","52","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Stats']","9.99","2012-11-28"
"740","Dyad","Shawn McGrath","['Action', 'Indie', 'Racing']","http://store.steampowered.com/app/223450/Dyad/","['Indie', 'Racing', 'Action', 'Psychedelic', 'Music']","Mostly Positive","80","['Single-player', 'Full controller support']","14.99","2013-04-24"
"741","POSTAL 2","Running With Scissors","['Action', 'Adventure', 'Indie']","http://store.steampowered.com/app/223470/POSTAL_2/","['Dark Humor', 'Violent', 'Action', 'FPS', 'Open World', 'Gore', 'Classic', 'Sandbox', 'Singleplayer', 'Comedy', 'Adventure', 'Mature', 'Funny', 'First-Person', 'Multiplayer', 'Shooter', 'Satire', 'Indie', 'Family Friendly', 'Moddable']","Overwhelmingly Positive","59","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']","9.99","2003-04-13"
"742","BRINK","Bethesda Softworks","['Action', 'Free to Play']","http://store.steampowered.com/app/22350/BRINK/","['FPS', 'Action', 'Parkour', 'Multiplayer', 'Character Customization', 'Shooter', 'Class-Based', 'Free to Play', 'Co-op', 'First-Person', 'Gun Customization', 'Singleplayer', 'Team-Based', 'Sci-fi', 'Online Co-Op', 'Tactical', 'Adventure', 'Atmospheric', 'Casual', 'Open World']","Mixed","70","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']","Free to Play","2011-05-09"
"743","Miasmata","IonFX Studios","['Action', 'Adventure', 'Indie']","http://store.steampowered.com/app/223510/Miasmata/","['Survival', 'Exploration', 'Indie', 'Adventure', 'First-Person', 'Open World', 'Atmospheric', 'Singleplayer', 'Action', 'Walking Simulator', 'Horror', 'Crafting']","Mostly Positive","76","['Single-player', 'Steam Achievements']","14.99","2012-11-28"
"744","Fallout 3: Game of the Year Edition","Bethesda Softworks","['RPG']","http://store.steampowered.com/app/22370/Fallout_3_Game_of_the_Year_Edition/","['Open World', 'RPG', 'Post-apocalyptic', 'Singleplayer', 'Moddable', 'First-Person', 'Sci-fi', 'Action', 'Adventure', 'FPS', 'Replay Value', 'Sandbox', 'Third Person', 'Exploration', 'Atmospheric', 'Story Rich', 'Shooter', 'Cult Classic', 'Action RPG', 'Great Soundtrack']","Very Positive","91","['Single-player']","19.99","2009-10-13"
"745","Cry of Fear","Team Psykskallar","['Action', 'Adventure', 'Indie']","http://store.steampowered.com/app/223710/Cry_of_Fear/","['Horror', 'Free to Play', 'Survival Horror', 'Co-op', 'Multiplayer', 'Action', 'Indie', 'Psychological Horror', 'Atmospheric', 'Online Co-Op', 'First-Person', 'Adventure', 'Zombies', 'Psychological', 'Singleplayer', 'FPS', 'Survival', 'Shooter', 'Mod', 'Massively Multiplayer']","Very Positive","","['Single-player', 'Co-op', 'Steam Cloud', 'Valve Anti-Cheat enabled']","Free","2013-04-25"
"746","Fly'N","Ankama Games","['Action', 'Adventure', 'Indie']","http://store.steampowered.com/app/223730/FlyN/","['Platformer', 'Indie', 'Adventure', '2D', 'Action', 'Singleplayer', 'Puzzle', 'Great Soundtrack', 'Difficult', 'Cute']","Very Positive","80","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']","9.99","2012-11-09"
"747","DCS World","","","http://store.steampowered.com/app/223750/DCS_World/","['Simulation', 'Flight', 'Free to Play', 'Military', 'Multiplayer', 'Realistic', 'War', 'Open World', 'Action', 'TrackIR', 'Shooter', 'Co-op', 'Singleplayer', 'Sandbox', 'VR', 'Tanks', 'FPS', 'First-Person', 'Massively Multiplayer', 'Strategy']","Mostly Positive","","['Single-player', 'Multi-player', 'Captions available', 'Partial Controller Support', 'Includes level editor', 'HTC Vive', 'Oculus Rift', 'Keyboard / Mouse', 'Seated']","Free",""
"748","Fallout: New Vegas","Bethesda Softworks","['Action', 'RPG']","http://store.steampowered.com/app/22380/Fallout_New_Vegas/","['Open World', 'RPG', 'Post-apocalyptic', 'Singleplayer', 'Moddable', 'First-Person', 'Action', 'Exploration', 'Adventure', 'Sci-fi', 'Story Rich', 'FPS', 'Atmospheric', 'Western', 'Sandbox', 'Action RPG', 'Survival', 'Character Customization', 'Shooter', 'Third Person']","Overwhelmingly Positive","84","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']","9.99","2010-10-19"
"749","Ys I & II Chronicles+","XSEED Games","['Action', 'Adventure', 'RPG']","http://store.steampowered.com/app/223810/Ys_I__II_Chronicles/","['JRPG', 'Great Soundtrack', 'Action', 'RPG', 'Adventure', 'Anime', 'Action RPG', 'Remake', 'Classic', 'Difficult', 'Dungeon Crawler', 'Fantasy', 'Top-Down', 'Hack and Slash', 'Singleplayer', '2D', 'Retro', 'Medieval', 'Pixel Graphics']","Very Positive","","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']","14.99","2013-02-14"
"750","Xenonauts","Goldhawk Interactive","['Indie', 'Simulation', 'Strategy']","http://store.steampowered.com/app/223830/Xenonauts/","['Strategy', 'Turn-Based Strategy', 'Sci-fi', 'Turn-Based', 'Aliens', 'Turn-Based Tactics', 'Indie', 'Singleplayer', 'Tactical', 'Isometric', 'Simulation', 'Cold War', 'Kickstarter', 'Base Building', 'Remake', '2D', 'RPG']","Very Positive","77","['Single-player', 'Steam Trading Cards']","24.99","2014-06-16"
"751","3DMark","Futuremark","['Utilities']","http://store.steampowered.com/app/223850/3DMark/","['Benchmark', 'Utilities', 'Software']","Very Positive","","['Steam Achievements', 'Steam Leaderboards']","29.99",""
"752","LocoCycle","Microsoft Studios","['Action', 'Adventure', 'Casual', 'Racing']","http://store.steampowered.com/app/224040/LocoCycle/","['Action', 'Racing', 'Comedy', 'Casual', 'Adventure', 'FMV', 'Funny', 'Singleplayer']","Mostly Positive","","['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud', 'Steam Leaderboards']","9.99","2014-02-14"
"753","No More Room in Hell","Lever Games","['Action', 'Free to Play', 'Indie']","http://store.steampowered.com/app/224260/No_More_Room_in_Hell/","['Free to Play', 'Zombies', 'Multiplayer', 'Survival', 'Horror', 'Co-op', 'Action', 'Online Co-Op', 'FPS', 'First-Person', 'Shooter', 'Survival Horror', 'Post-apocalyptic', 'Open World', 'Realistic', 'Indie', 'Atmospheric', 'Mod', 'Adventure', 'Massively Multiplayer']","Very Positive","","['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Valve Anti-Cheat enabled', 'Includes level editor', 'Includes Source SDK']","Free","2011-10-31"
"754","Legacy of Kain: Defiance","Square Enix","['Action', 'Adventure']","http://store.steampowered.com/app/224300/Legacy_of_Kain_Defiance/","['Action', 'Adventure', 'Vampire', 'Story Rich', 'Dark Fantasy', 'Fantasy', 'Third Person', 'Singleplayer', 'Hack and Slash', 'Atmospheric', 'Classic', 'Gothic']","Very Positive","70","['Single-player']","6.99","2003-12-17"
"755","Virtual DJ - Broadcaster Edition","Focus Home Interactive","['Audio Production', 'Software Training', 'Utilities', 'Video Production', 'Web Publishing']","http://store.steampowered.com/app/224380/Virtual_DJ__Broadcaster_Edition/","['Audio Production', 'Software Training', 'Utilities', 'Video Production', 'Web Publishing', 'Music']","Mixed","","","","2013-03-07"
"756","Contrast","Focus Home Interactive","['Adventure', 'Indie']","http://store.steampowered.com/app/224460/Contrast/","['Female Protagonist', 'Noir', 'Indie', 'Platformer', 'Puzzle', 'Adventure', 'Atmospheric', 'Great Soundtrack', 'Singleplayer', 'Third Person', 'Short', 'Story Rich', 'Detective', 'Mystery', 'Puzzle-Platformer', '3D Platformer', 'Casual']","Very Positive","62","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","9.99","2013-11-15"
"757","Octodad: Dadliest Catch","Young Horses","['Action', 'Adventure', 'Indie']","http://store.steampowered.com/app/224480/Octodad_Dadliest_Catch/","['Comedy', 'Physics', 'Indie', 'Funny', 'Family Friendly', 'Adventure', 'Local Co-Op', 'Walking Simulator', 'Action', 'Singleplayer', 'Puzzle', 'Co-op', 'Short', 'Simulation', 'Third Person', 'Difficult', 'Great Soundtrack', 'Local Multiplayer', 'Intentionally Awkward Controls', 'Platformer']","Very Positive","69","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']","14.99","2014-01-30"
"758","Hunted: The Demon’s Forge™","Bethesda Softworks","['Action', 'Adventure']","http://store.steampowered.com/app/22450/Hunted_The_Demons_Forge/","['Action', 'Adventure', 'Fantasy', 'Co-op', 'Third Person', 'Hack and Slash', 'RPG', 'Dark Fantasy', 'Female Protagonist', 'Singleplayer', 'Action-Adventure']","Mixed","61","['Partial Controller Support', 'Steam Cloud']","4.99","2011-05-30"
"759","Gnomoria","Robotronic Games","['Indie', 'Simulation', 'Strategy']","http://store.steampowered.com/app/224500/Gnomoria/","['Sandbox', 'Strategy', 'City Builder', 'Simulation', 'Indie', 'Survival', 'Building', 'Crafting', 'Singleplayer', 'Isometric', 'Fantasy', 'Resource Management', 'Pixel Graphics', 'RTS', '2D', 'Management', 'Base Building', 'Replay Value', 'Rogue-like', 'Difficult']","Mostly Positive","","['Single-player', 'Steam Trading Cards', 'Steam Workshop']","14.99","2016-02-23"
"760","Ace of Spades: Battle Builder","Jagex","['Action', 'Indie']","http://store.steampowered.com/app/224540/Ace_of_Spades_Battle_Builder/","['Action', 'Multiplayer', 'Shooter', 'FPS', 'Indie', 'Building', 'Sandbox', 'Zombies', 'First-Person', 'Class-Based', 'Voxel', 'Co-op', 'Competitive', 'Funny', 'Open World', 'Massively Multiplayer', 'Replay Value', 'Casual', 'Adventure', 'Free to Play']","Mixed","","['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']","14.99","2012-12-12"
"761","Arma II: DayZ Mod","Bohemia Interactive","['Action', 'Simulation', 'Strategy']","http://store.steampowered.com/app/224580/Arma_II_DayZ_Mod/","['Zombies', 'Survival', 'Action', 'Multiplayer', 'Open World', 'Simulation', 'Free to Play', 'Shooter', 'Strategy', 'Adventure', 'Mod', 'FPS', 'Walking Simulator', 'Massively Multiplayer', 'Co-op', 'Third-Person Shooter', 'Sandbox', 'Horror', 'RPG', 'Moddable']","Very Positive","","['Multi-player', 'Co-op', 'Partial Controller Support']","49.99","2013-02-21"
"762","Defiance","Trion Worlds, Inc.","['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']","http://store.steampowered.com/app/224600/Defiance/","['Free to Play', 'Action', 'Open World', 'Massively Multiplayer', 'Third-Person Shooter', 'Multiplayer', 'RPG', 'Co-op', 'Shooter', 'Sci-fi', 'Survival', 'Post-apocalyptic', 'FPS', 'Online Co-Op', 'Adventure', 'Third Person', 'MMORPG', 'First-Person', 'Singleplayer', 'Casual']","Mostly Positive","64","['Multi-player', 'MMO', 'Co-op', 'Steam Trading Cards', 'Partial Controller Support']","Free to Play","2014-06-04"
"763","The Game of Life","PopCap","['Strategy', 'Casual']","http://store.steampowered.com/app/224700/The_Game_of_Life/","['Strategy', 'Casual', 'Board Game']","Mostly Negative","","['Single-player']","9.99","2013-06-10"
"764","FEZ","Trapdoor","['Indie']","http://store.steampowered.com/app/224760/FEZ/","['Platformer', 'Indie', 'Puzzle', 'Exploration', 'Pixel Graphics', 'Great Soundtrack', 'Singleplayer', 'Adventure', 'Casual', 'Mystery', '2D', 'Puzzle-Platformer', 'Relaxing', 'Atmospheric', 'Cute', 'Retro', '2.5D', 'Controller', 'Metroidvania', 'Action']","Very Positive","91","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']","9.99","2013-05-01"
"765","Super House of Dead Ninjas","Adult Swim Games","['Action', 'Indie']","http://store.steampowered.com/app/224820/Super_House_of_Dead_Ninjas/","['Action', 'Platformer', 'Rogue-like', 'Indie', 'Ninja', 'Replay Value', 'Difficult', '2D', 'Arcade', 'Singleplayer', 'Female Protagonist', 'Fast-Paced', 'Pixel Graphics', 'Retro', 'Controller', 'Adventure', 'Rogue-lite', 'Casual', 'Procedural Generation']","Overwhelmingly Positive","79","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards', 'Includes level editor']","6.99","2013-02-18"
"766","Arma Tactics","Bohemia Interactive","['Indie', 'Strategy']","http://store.steampowered.com/app/224860/Arma_Tactics/","['Strategy', 'Turn-Based', 'Indie', 'Tactical', 'Military', 'Action', 'Singleplayer', 'Shooter', 'War', 'Multiplayer']","Mostly Negative","47","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","8.99","2013-10-01"
"767","Iron Sky: Invasion","Topware Interactive","['Action', 'Simulation', 'Strategy']","http://store.steampowered.com/app/224900/Iron_Sky_Invasion/","['Action', 'Simulation', 'Strategy', 'Space', 'FMV', 'Sci-fi']","Mixed","","['Single-player', 'Steam Achievements', 'Partial Controller Support']","19.99","2012-12-13"
"768","Legacy of Kain: Soul Reaver","Square Enix","['Action', 'Adventure']","http://store.steampowered.com/app/224920/Legacy_of_Kain_Soul_Reaver/","['Action', 'Adventure', 'Vampire', 'Classic', 'Story Rich', 'Dark Fantasy', 'Third Person', 'Gothic', 'Atmospheric', 'Action-Adventure', 'Puzzle', 'Singleplayer', 'Great Soundtrack', 'Fantasy', 'Retro']","Mostly Positive","","['Single-player']","6.99","2012-12-06"
"769","Legacy of Kain: Soul Reaver 2","Square Enix","['Action', 'Adventure']","http://store.steampowered.com/app/224940/Legacy_of_Kain_Soul_Reaver_2/","['Adventure', 'Action', 'Vampire', 'Story Rich', 'Classic', 'Gothic', 'Dark Fantasy', 'Third Person', 'Puzzle', 'Great Soundtrack', 'Singleplayer', 'Fantasy', 'Action-Adventure']","Mostly Positive","77","['Single-player']","6.99","2001-11-20"
"770","Tomb Raider I","Square Enix","['Action', 'Adventure']","http://store.steampowered.com/app/224960/Tomb_Raider_I/","['Adventure', 'Action', 'Classic', 'Female Protagonist', 'Singleplayer', 'Lara Croft', 'Platformer', 'Puzzle', 'Third Person', 'Third-Person Shooter', 'Action-Adventure', 'Retro', 'Shooter', '3D Platformer', ""1990's"", 'Atmospheric', 'Dinosaurs']","Very Positive","","['Single-player']","6.99","2012-11-28"
"771","Tomb Raider IV: The Last Revelation","Square Enix","['Action', 'Adventure']","http://store.steampowered.com/app/224980/Tomb_Raider_IV_The_Last_Revelation/","['Adventure', 'Action', 'Female Protagonist', 'Lara Croft', 'Action-Adventure', 'Puzzle', 'Third Person', 'Third-Person Shooter', 'Singleplayer', 'Classic']","Very Positive","","['Single-player']","6.99","2012-11-28"
"772","Spectromancer","Three Donkeys LLC","['Strategy']","http://store.steampowered.com/app/22500/Spectromancer/","['Strategy', 'Card Game']","Very Positive","NA","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements']","9.99","2008-10-15"
"773","Tomb Raider V: Chronicles","Square Enix","['Action', 'Adventure']","http://store.steampowered.com/app/225000/Tomb_Raider_V_Chronicles/","['Action', 'Adventure', 'Female Protagonist', 'Lara Croft', 'Action-Adventure', 'Puzzle', 'Third Person', 'Classic', 'Singleplayer', 'Shooter']","Mostly Positive","","['Single-player']","6.99","2012-11-28"
"774","Tomb Raider VI: The Angel of Darkness","Square Enix","['Action']","http://store.steampowered.com/app/225020/Tomb_Raider_VI_The_Angel_of_Darkness/","['Action', 'Adventure', 'Lara Croft', 'Female Protagonist', 'Third Person', 'Action-Adventure', 'Singleplayer', 'Platformer', 'Atmospheric']","Mixed","","['Single-player']","6.99","2012-11-28"
"775","Brothers - A Tale of Two Sons","505 Games","['Action', 'Adventure', 'Indie']","http://store.steampowered.com/app/225080/Brothers__A_Tale_of_Two_Sons/","['Adventure', 'Atmospheric', 'Controller', 'Indie', 'Story Rich', 'Short', 'Puzzle', 'Fantasy', 'Singleplayer', 'Great Soundtrack', 'Action', 'Third Person', 'Platformer', 'Casual', 'Local Co-Op', 'Multiplayer', '3D Vision', 'Colorful', 'Walking Simulator', 'Linear']","Overwhelmingly Positive","90","['Single-player', 'Full controller support']","14.99","2013-09-03"
"776","Shadow Warrior Classic Redux","Devolver Digital","['Action']","http://store.steampowered.com/app/225160/Shadow_Warrior_Classic_Redux/","['FPS', 'Classic', 'Action', 'Shooter', 'Comedy', 'Retro', 'Ninja', 'Singleplayer', 'Gore', 'First-Person', 'Nudity', 'Funny', 'Remake', ""1990's"", 'Adventure', 'Dark Humor', 'Violent', 'Difficult']","Very Positive","","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']","9.99","1997-05-13"
"777","Farming Simulator 2013 Modding Tutorials","Giants Software","['Casual', 'Simulation']","http://store.steampowered.com/app/225200/Farming_Simulator_2013_Modding_Tutorials/","['Simulation', 'Casual']","Mostly Negative","","['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']","0.99","2012-11-08"
"778","Brutal Legend","Double Fine Productions","['Action', 'Adventure', 'Strategy']","http://store.steampowered.com/app/225260/Brutal_Legend/","['Action', 'Comedy', 'Adventure', 'Open World', 'Great Soundtrack', 'Music', 'Strategy', 'Third Person', 'Hack and Slash', 'RTS', 'Funny', 'Fantasy', 'Singleplayer', 'Multiplayer', 'Atmospheric', 'Action-Adventure', 'Gothic', ""Beat 'em up"", 'Action RPG', 'RPG']","Very Positive","80","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","14.99","2013-02-26"
"779","Full Mojo Rampage","Over The Top Games","['Action', 'Indie', 'RPG']","http://store.steampowered.com/app/225280/Full_Mojo_Rampage/","['Action', 'Indie', 'RPG', 'Rogue-like', 'Co-op', 'Local Multiplayer', 'Rogue-lite', 'Online Co-Op', 'Multiplayer', 'Twin Stick Shooter', 'Top-Down', 'Local Co-Op', 'Procedural Generation', 'Difficult']","Very Positive","","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","12.99","2014-05-08"
"780","Tomb Raider II","Square Enix","['Action', 'Adventure']","http://store.steampowered.com/app/225300/Tomb_Raider_II/","['Adventure', 'Action', 'Female Protagonist', 'Classic', 'Lara Croft', 'Singleplayer', 'Action-Adventure', 'Third Person', 'Puzzle', 'Third-Person Shooter', 'Atmospheric', 'Platformer', 'Shooter', ""1990's"", '3D Platformer']","Very Positive","","['Single-player']","6.99","2012-11-28"
"781","Tomb Raider III","Square Enix","['Action', 'Adventure']","http://store.steampowered.com/app/225320/Tomb_Raider_III/","['Adventure', 'Action', 'Female Protagonist', 'Classic', 'Lara Croft', 'Action-Adventure', 'Third Person', 'Puzzle', 'Singleplayer', 'Third-Person Shooter', 'Difficult', 'Shooter', 'Platformer']","Very Positive","","['Single-player']","6.99","2012-11-28"
"782","DARK","Kalypso Media Digital","['Action', 'RPG']","http://store.steampowered.com/app/225360/DARK/","['Stealth', 'Action', 'Vampire', 'RPG', 'Third Person', 'Dark', 'Singleplayer']","Mixed","41","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","9.99","2013-07-03"
"783","Cities in Motion 2","Paradox Interactive","['Simulation', 'Strategy']","http://store.steampowered.com/app/225420/Cities_in_Motion_2/","['Simulation', 'Strategy', 'Management', 'City Builder', 'Sandbox', 'Economy', 'Building', 'Singleplayer', 'Multiplayer', 'Trains', 'Co-op']","Mixed","72","['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']","19.99","2013-04-02"
"784","Just Cause™ 3","Square Enix","['Action', 'Adventure']","http://store.steampowered.com/app/225540/Just_Cause_3/","['Open World', 'Action', 'Destruction', 'Third-Person Shooter', 'Adventure', 'Singleplayer', 'Shooter', 'Third Person', 'Sandbox', 'Exploration', 'Multiplayer', 'Physics', 'Funny', 'Atmospheric', 'Comedy', 'Parkour', 'Great Soundtrack', 'Co-op', 'Moddable', 'RPG']","Mostly Positive","74","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']","49.99","2015-11-30"
"785","Blade Symphony","Puny Human","['Action', 'Indie']","http://store.steampowered.com/app/225600/Blade_Symphony/","['Fighting', 'Action', 'Multiplayer', 'Indie', 'Swordplay', 'Competitive', 'Third Person', 'Hack and Slash', 'Ninja', 'Parkour', 'Sci-fi', 'Strategy', 'PvP', 'Kickstarter', 'Tactical', 'Adventure', 'Fantasy', 'Great Soundtrack', 'Level Editor', 'Co-op']","Mostly Positive","72","['Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor', 'Includes Source SDK']","4.99","2014-05-07"
"786","Sacred 2 Gold","Deep Silver","['RPG']","http://store.steampowered.com/app/225640/Sacred_2_Gold/","['RPG', 'Open World', 'Hack and Slash', 'Action RPG', 'Co-op', 'Multiplayer', 'Fantasy', 'Singleplayer', 'Action', 'Adventure', 'Loot', 'Isometric', 'Female Protagonist', 'Sandbox', 'Character Customization', 'Atmospheric']","Mostly Positive","","['Single-player']","14.99","2012-12-21"
"787","Sven Co-op","Sven Co-op Team","['Action', 'Casual', 'Free to Play', 'Indie']","http://store.steampowered.com/app/225840/Sven_Coop/","['Free to Play', 'Multiplayer', 'Co-op', 'Action', 'FPS', 'Shooter', 'Online Co-Op', 'First-Person', 'Zombies', 'Mod', 'Classic', 'Aliens', 'Sci-fi', 'Indie', 'Funny', 'Casual', 'Horror', 'Massively Multiplayer', 'Memes', 'Puzzle']","Very Positive","","['Multi-player', 'Co-op', 'Partial Controller Support', 'Steam Cloud']","Free","1999-01-19"
"788","Worms Reloaded","Team17 Digital Ltd","['Strategy']","http://store.steampowered.com/app/22600/Worms_Reloaded/","['Strategy', '2D', 'Turn-Based', 'Multiplayer', 'Turn-Based Strategy', 'Local Multiplayer', 'Funny', 'Classic', 'Comedy', 'Action', 'Online Co-Op', 'Team-Based', 'Local Co-Op', 'Singleplayer', 'Side Scroller', 'Tactical', 'Competitive', 'Co-op', '4 Player Local']","Very Positive","79","['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","19.99","2010-08-26"
"789","Alien Breed: Impact","Team17 Digital Ltd","['Action']","http://store.steampowered.com/app/22610/Alien_Breed_Impact/","['Action', 'Shooter', 'Sci-fi', 'Aliens', 'Top-Down', 'Co-op', 'Isometric', 'Third Person', 'Space', 'Arcade', 'Singleplayer', 'Twin Stick Shooter']","Mostly Positive","64","['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']","9.99","2010-06-03"
"790","PixelJunk™ Nom Nom Galaxy","Q-Games Ltd.","['Action', 'Casual', 'Indie', 'Strategy']","http://store.steampowered.com/app/226100/PixelJunk_Nom_Nom_Galaxy/","['Indie', 'Casual', 'Strategy', 'Action', 'Sandbox', 'Local Co-Op', 'Base Building', '2D', 'Building', 'Platformer', 'Local Multiplayer', 'Multiplayer', 'Co-op', 'Pixel Graphics', 'Online Co-Op', 'Exploration', 'Survival', 'Great Soundtrack', 'Metroidvania', 'Adventure']","Mostly Positive","68","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']","9.99","2015-08-03"
"791","Weird Worlds: Return to Infinite Space","Digital Eel","['Adventure', 'Casual', 'Indie', 'Strategy']","http://store.steampowered.com/app/226120/Weird_Worlds_Return_to_Infinite_Space/","['Indie', 'Strategy', 'Casual', 'Adventure', 'Rogue-like', 'Sci-fi', 'Space', 'Perma Death', 'Singleplayer', 'Exploration']","Mostly Positive","79","['Single-player']","4.99","2013-03-19"
